scientific_name,common_name,family,height (feet),height_min,height_max,spread (feet),spread_min,spread_max,type,bloom_time,bloom_start,bloom_end,maintenance,sun,sun_max,sun_min,water,zone,zone_min,zone_max,bloom_desc,native_range
Colocasia esculenta 'Black Coral',Taro,Araceae,3.00 to 4.00,3.0,4.0,2.00 to 3.00,2.0,3.0,Bulb,Flowers not showy,Flowers not showy,,Medium,Full sun to part shade,full sun,part shade,Medium to wet,7 to 12,7,12,White,
Colocasia esculenta 'Black Magic',Taro,Araceae,3.00 to 6.00,3.0,6.0,3.00 to 6.00,3.0,6.0,Bulb,July to August,July,August,Medium,Full sun to part shade,full sun,part shade,Medium to wet,8 to 10,8,10,Yellowish-white,
Colocasia esculenta 'Black Ripple',Taro,Araceae,3.00 to 4.00,3.0,4.0,3.00 to 4.00,3.0,4.0,Bulb,July to August,July,August,Medium,Full sun to part shade,full sun,part shade,Medium to wet,8 to 11,8,11,,
Colocasia esculenta 'Blue Hawaii',Taro,Araceae,2.00 to 3.00,2.0,3.0,1.00 to 2.00,1.0,2.0,Bulb,Flowers not showy,Flowers not showy,,Medium,Full sun to part shade,full sun,part shade,Medium to wet,8 to 10,8,10,Yellow spathe and white spadix,
Colocasia esculenta 'Hawaiian Punch',Taro,Araceae,2.50 to 3.00,2.5,3.0,2.50 to 3.00,2.5,3.0,Bulb,Flowers not showy,Flowers not showy,,Medium,Full sun to part shade,full sun,part shade,Medium to wet,8 to 10,8,10,White spadix with pale yellow spathe,
Colocasia esculenta 'Kona Coffee',Taro,Araceae,2.00 to 3.00,2.0,3.0,1.50 to 2.00,1.5,2.0,Bulb,Flowers not showy,Flowers not showy,,Medium,Full sun to part shade,full sun,part shade,Medium to wet,7 to 10,7,10,Flowers not showy,
Colocasia esculenta 'Mojito',Taro,Araceae,4.00 to 5.00,4.0,5.0,4.00 to 5.00,4.0,5.0,Bulb,Rarely flowers,Rarely flowers,,Medium,Full sun to part shade,full sun,part shade,Medium to wet,8 to 10,8,10,Yellowish white,
Colocasia esculenta 'Pink China',Taro,Araceae,4.00 to 6.00,4.0,6.0,4.00 to 6.00,4.0,6.0,Bulb,Flowers not showy,Flowers not showy,,Medium,Full sun to part shade,full sun,part shade,Medium to wet,6 to 10,6,10,White,
Colocasia esculenta 'Royal Hawaiian Aloha',Taro,Araceae,3.00 to 4.00,3.0,4.0,2.00 to 3.00,2.0,3.0,Bulb,Flowers not showy,Flowers not showy,,Medium,Full sun to part shade,full sun,part shade,Medium to wet,7 to 10,7,10,Yellow spathe and white spadix,
Colocasia esculenta 'Tropical Storm',Taro,Araceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Bulb,Flowers not showy,Flowers not showy,,Medium,Full sun to part shade,full sun,part shade,Medium to wet,8 to 10,8,10,White spadix with creamy white spathe,
Colocasia esculenta (vegetable group),Taro,Araceae,3.00 to 5.00,3.0,5.0,2.00 to 4.00,2.0,4.0,Bulb,Rarely flowers,Rarely flowers,,Low,Part shade,part shade,,Medium to wet,9 to 12,9,12,,
Colocasia fallax,Taro,Araceae,1.00 to 1.50,1.0,1.5,1.00 to 3.00,1.0,3.0,Bulb,May to August,May,August,Medium,Part shade,part shade,,Medium to wet,8 to 10,8,10,Creamy white to yellow, Southeastern Asia
Colocasia gigantea,Giant Elephant's Ear,Araceae,4.00 to 7.00,4.0,7.0,4.00 to 7.00,4.0,7.0,Herbaceous perennial,April to June,April,June,Medium,Full sun to part shade,full sun,part shade,Medium to wet,8 to 10,8,10,Yellowish-white, Southeastern Asia
Colocasia gigantea 'Thailand Giant Strain',Giant Elephant's Ear,Araceae,6.00 to 10.00,6.0,10.0,6.00 to 10.00,6.0,10.0,Herbaceous perennial,April to June,April,June,Medium,Full sun to part shade,full sun,part shade,Medium to wet,8 to 10,8,10,Yellowish-white,
Colquhounia coccinea,Himalayan Mint Shrub,Lamiaceae,6.00 to 10.00,6.0,10.0,6.00 to 10.00,6.0,10.0,Broadleaf evergreen,July to September,July,September,Low,Full sun to part shade,full sun,part shade,Medium,7 to 9,7,9,Orange to red flowers with yellow insides, Himalayas to western China
Columnea microcalyx,Columnea,Gesneriaceae,0.25 to 1.00,0.25,1.0,1.00 to 1.50,1.0,1.5,Vine,Seasonal bloomer,Seasonal bloomer,,Medium,Part shade to full shade,part shade,full shade,Medium,11 to 12,11,12,Orange-red with yellow throat, Costa Rica
Colutea × media,Bladder Senna,Fabaceae,6.00 to 10.00,6.0,10.0,6.00 to 10.00,6.0,10.0,Deciduous shrub,May,May,,Low,Full sun,full sun,,Dry to medium,5 to 7,5,7,Copper to brownish red, Garden origin
Comptonia peregrina,Sweet Fern,Myricaceae,2.00 to 5.00,2.0,5.0,4.00 to 8.00,4.0,8.0,Deciduous shrub,April to May,April,May,Low,Full sun to part shade,full sun,part shade,Medium,2 to 6,2,6,Yellowish green, Eastern North America
Conoclinium coelestinum,Blue Mistflower,Asteraceae,1.50 to 3.00,1.5,3.0,1.50 to 3.00,1.5,3.0,Herbaceous perennial,July to October,July,October,Medium,Full sun to part shade,full sun,part shade,Medium,5 to 10,5,10,Blue," Central and southeastern United States, West Indies"
Conoclinium coelestinum 'Cori',Mistflower,Asteraceae,1.50 to 3.00,1.5,3.0,1.50 to 2.50,1.5,2.5,Herbaceous perennial,September to October,September,October,Medium,Full sun to part shade,full sun,part shade,Medium to wet,5 to 9,5,9,Blue,
Conoclinium greggii,Thoroughwort,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,July to October,July,October,Medium,Full sun to part shade,full sun,part shade,Medium,7 to 10,7,10,Blue," Southwestern United States, northern Mexico"
Conradina verticillata,Cumberland Rosemary,Lamiaceae,1.00 to 2.00,1.0,2.0,1.00 to 2.00,1.0,2.0,Broadleaf evergreen,May to June,May,June,Medium,Full sun,full sun,,Dry to medium,6 to 8,6,8,Lavender-pink," Tennessee, Kentucky, South Carolina"
Consolida ajacis,Giant Larkspur,Ranunculaceae,2.00 to 4.00,2.0,4.0,1.00 to 1.50,1.0,1.5,Annual,June to August,June,August,Low,Full sun,full sun,,Medium,2 to 11,2,11,"Blue, pink or white", Mediterranean
Convallaria majalis,Lily Of The Valley,Asparagaceae,0.50 to 1.00,0.5,1.0,0.75 to 1.00,0.75,1.0,Herbaceous perennial,April,April,,Low,Part shade to full shade,part shade,full shade,Medium,3 to 8,3,8,White," Central Asia, Europe"
Convallaria majalis 'Golden Slippers',Lily Of The Valley,Asparagaceae,0.50 to 1.00,0.5,1.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,April to May,April,May,Low,Part shade to full shade,part shade,full shade,Medium,3 to 7,3,7,White,
Convallaria majalis var. rosea,Lily Of The Valley,Asparagaceae,0.50 to 0.75,0.5,0.75,0.50 to 1.00,0.5,1.0,Herbaceous perennial,April to May,April,May,Low,Part shade to full shade,part shade,full shade,Medium,2 to 7,2,7,Light pink, Northern temperate regions
Convolvulus cneorum,Silverbush,Convolvulaceae,1.00 to 2.00,1.0,2.0,2.00 to 3.00,2.0,3.0,Broadleaf evergreen,June to August,June,August,Low,Full sun,full sun,,Dry to medium,8 to 10,8,10,White with yellow throat," Northern Africa, southeastern Europe"
Convolvulus tricolor,Bindweed,Convolvulaceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Annual,June to September,June,September,Low,Full sun,full sun,,Medium,2 to 11,2,11,Blue petals with white throat and yellow center, Mediterranean
Coprosma 'Black Cloud',Black Cloud Mirror Bush,Rubiaceae,1.00 to 4.00,1.0,4.0,2.00 to 3.00,2.0,3.0,Deciduous shrub,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium,8 to 10,8,10,White to green,
Cordyline australis,Cabbage Tree,Asparagaceae,6.00 to 15.00,6.0,15.0,3.00 to 6.00,3.0,6.0,Tree,Seasonal bloomer,Seasonal bloomer,,Low,Full sun to part shade,full sun,part shade,Medium,9 to 11,9,11,White, New Zealand
Cordyline australis 'Salsa',Cabbage Tree,Asparagaceae,2.00 to 3.00,2.0,3.0,2.00 to 3.00,2.0,3.0,Broadleaf evergreen,Flowers not showy,Flowers not showy,,Low,Full sun to part shade,full sun,part shade,Medium,9 to 11,9,11,Flowers not showy,
Cordyline fruticosa,Cabbage Tree,Asparagaceae,9.00 to 15.00,9.0,15.0,3.00 to 8.00,3.0,8.0,Broadleaf evergreen,Seasonal bloomer,Seasonal bloomer,,Medium,Part shade to full shade,part shade,full shade,Medium,10 to 12,10,12,White to pale lavender, Eastern Asia
Cordyline indivisa,Mountain Palm,Asparagaceae,3.00 to 6.00,3.0,6.0,2.00 to 3.00,2.0,3.0,Tree,Seasonal bloomer,Seasonal bloomer,,Low,Part shade,part shade,,Medium,9 to 11,9,11,Greenish-white to purplish-brown, New Zealand
Coreopsis auriculata 'Nana',Ear-leaved Tickseed,Asteraceae,0.50 to 0.75,0.5,0.75,0.50 to 0.75,0.5,0.75,Herbaceous perennial,May to June,May,June,Low,Full sun,full sun,,Medium,4 to 9,4,9,Yellow,
Coreopsis auriculata 'Zamphir',Ear-leaved Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to July,May,July,Low,Full sun,full sun,,Medium,4 to 9,4,9,Orange-yellow,
Coreopsis 'Autumn Blush',Tickseed,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.50,1.5,2.5,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Peachy-yellow rays with red center,
Coreopsis 'Creme Brulee',Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 3.00,1.0,3.0,Herbaceous perennial,June to October,June,October,Low,Full sun,full sun,,Dry to medium,5 to 9,5,9,Yellow,
Coreopsis 'Gold Nugget',Tickseed,Asteraceae,1.50 to 2.00,1.5,2.0,2.00 to 2.50,2.0,2.5,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,6 to 9,6,9,Yellow with red eye,
Coreopsis 'Goldfink',Tickseed,Asteraceae,0.75 to 1.00,0.75,1.0,0.50 to 0.75,0.5,0.75,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow,
Coreopsis grandiflora,Large-flowered Tickseed,Asteraceae,1.50 to 2.50,1.5,2.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow rays and darker yellow center, Central and eastern North America
Coreopsis grandiflora 'Domino',Large-flowered Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow with maroon eye,
Coreopsis grandiflora 'Early Sunrise',Large-flowered Tickseed,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to August,May,August,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow,
Coreopsis grandiflora 'Mayfield Giant',Large-flowered Tickseed,Asteraceae,2.50 to 3.00,2.5,3.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow,
Achillea 'Anblo' ANTHEA,Yarrow,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to July,May,July,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Light yellow,
Achillea 'Apfelblüte' APPLEBLOSSOM,Yarrow,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Pink,
Achillea 'Coronation Gold',Yarrow,Asteraceae,2.50 to 3.00,2.5,3.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to September,June,September,Medium,Full sun,full sun,,Dry to medium,3 to 8,3,8,Yellow,
Achillea distans,Alps Yarrow,Asteraceae,2.00 to 3.25,2.0,3.25,2.00 to 3.00,2.0,3.0,Herbaceous perennial,June to August,June,August,Medium,Full sun,full sun,,Dry to medium,3 to 8,3,8,Pink to white, Europe
Achillea 'Feuerland' FIRELAND,Yarrow,Asteraceae,2.50 to 3.00,2.5,3.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Blood red fading to soft gold,
Achillea filipendulina,Fern-leaf Yarrow,Asteraceae,3.00 to 4.00,3.0,4.0,2.00 to 3.00,2.0,3.0,Herbaceous perennial,June to August,June,August,Medium,Full sun,full sun,,Dry to medium,3 to 9,3,9,Yellow," Caucasus, Iran, Afghanistan, central Asia"
Achillea filipendulina 'Altgold',Fern-leaf Yarrow,Asteraceae,2.50 to 3.00,2.5,3.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Yellow,
Achillea filipendulina 'Cloth of Gold',Fern-leaf Yarrow,Asteraceae,3.00 to 4.00,3.0,4.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Yellow,
Achillea filipendulina 'Gold Coin Dwarf',Fern-leaf Yarrow,Asteraceae,0.75 to 1.50,0.75,1.5,0.50 to 1.00,0.5,1.0,Herbaceous perennial,June to July,June,July,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Yellow,
Achillea filipendulina 'Gold Plate',Fern-leaf Yarrow,Asteraceae,4.00 to 5.00,4.0,5.0,2.50 to 3.00,2.5,3.0,Herbaceous perennial,June to September,June,September,Medium,Full sun,full sun,,Dry to medium,3 to 8,3,8,Yellow,
Achillea filipendulina 'Parker's Variety',Fern-leaf Yarrow,Asteraceae,3.00 to 4.00,3.0,4.0,2.00 to 3.00,2.0,3.0,Herbaceous perennial,June to August,June,August,Medium,Full sun,full sun,,Dry to medium,3 to 8,3,8,Golden Yellow,
Achillea 'Martina',Yarrow,Asteraceae,2.00 to 3.00,2.0,3.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Yellow,
Achillea millefolium,Yarrow,Asteraceae,2.00 to 3.00,2.0,3.0,2.00 to 3.00,2.0,3.0,Herbaceous perennial,June to September,June,September,Medium,Full sun,full sun,,Dry to medium,3 to 9,3,9,White," Europe, western Asia, North America"
Achillea millefolium 'ACBZ0002' LITTLE MOONSHINE,Yarrow,Asteraceae,0.75 to 1.00,0.75,1.0,0.75 to 1.00,0.75,1.0,Herbaceous perennial,June to September,June,September,Medium,Full sun,full sun,,Dry to medium,4 to 8,4,8,Bright yellow,
Achillea millefolium 'Balvinwite' NEW VINTAGE WHITE,Yarrow,Asteraceae,1.00 to 1.25,1.0,1.25,0.75 to 1.00,0.75,1.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,White,
Achillea millefolium 'Desyel' DESERT EVE YELLOW,Yarrow,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow,
Achillea millefolium f. rosea,Yarrow,Asteraceae,2.00 to 2.50,2.0,2.5,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to August,June,August,Medium,Full sun,full sun,,Dry to medium,3 to 8,3,8,Soft pink," Western Asia, Europe, North America"
Achillea millefolium 'Montrose Rose',Yarrow,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Rose-pink,
Achillea millefolium 'Orange Queen',Yarrow,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Orange,
Achillea millefolium 'Paprika',Yarrow,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Dusty Red,
Achillea millefolium 'Peachy Seduction',Yarrow,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,4 to 8,4,8,Peach-pink,
Achillea millefolium 'Pomegranate',Yarrow,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,4 to 8,4,8,Magenta,
Achillea millefolium 'Pretty Belinda',Yarrow,Asteraceae,1.00 to 2.00,1.0,2.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,June to July,June,July,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Lilac-pink,
Achillea millefolium 'Red Beauty',Yarrow,Asteraceae,1.00 to 2.00,1.0,2.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,June to July,June,July,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Red,
Coreopsis grandiflora SUN UP,Tickseed,Asteraceae,0.75 to 1.00,0.75,1.0,0.75 to 1.00,0.75,1.0,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow rays with darker yellow centers,
Coreopsis grandiflora 'Sundancer',Large-flowered Tickseed,Asteraceae,0.75 to 1.00,0.75,1.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow,
Coreopsis grandiflora 'Walcoreop' FLYING SAUCERS,Large-flowered Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,0.75 to 1.00,0.75,1.0,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow,
Coreopsis integrifolia,Fringeleaf Tickseed,Asteraceae,1.50 to 2.50,1.5,2.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,September to October,September,October,Medium,Full sun to part shade,full sun,part shade,Medium to wet,5 to 9,5,9,Yellow with dark centers, Southeastern United States
Coreopsis 'Jethro Tull',Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,5 to 9,5,9,Golden yellow,
Coreopsis lanceolata,Lanceleaf Coreopsis,Asteraceae,1.00 to 2.00,1.0,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to July,May,July,Medium,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow, North America
Coreopsis lanceolata 'Summer Sprite',Lanceleaf Coreopsis,Asteraceae,0.75 to 1.00,0.75,1.0,0.75 to 1.00,0.75,1.0,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow with mahogany ring around central disk.,
Coreopsis 'Lightning Flash',Tickseed,Asteraceae,3.00 to 5.00,3.0,5.0,2.00 to 3.00,2.0,3.0,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,8 to 9,8,9,Yellow,
Coreopsis LI'L BANG GOLDILOCKS,Tickseed,Asteraceae,0.75 to 1.00,0.75,1.0,0.75 to 1.00,0.75,1.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow,
Coreopsis 'Limerock Ruby',Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,8 to 9,8,9,Ruby red with yellow centers,
Coreopsis major,Greater Tickseed,Asteraceae,2.00 to 3.00,2.0,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,June to July,June,July,Low,Full sun,full sun,,Dry to medium,5 to 9,5,9,Yellow, Southeastern United States
Coreopsis 'Mercury Rising',Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,2.00 to 3.00,2.0,3.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,5 to 9,5,9,Deep red,
Coreopsis 'Moonlight',Tickseed,Asteraceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,6 to 9,6,9,Soft yellow,
Coreopsis palmata,Tickseed,Asteraceae,1.50 to 2.50,1.5,2.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to July,May,July,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Yellow, Central United States
Coreopsis 'Pinwheel',Tickseed,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.50,1.5,2.5,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,5 to 9,5,9,Yellow with orange center,
Coreopsis pubescens,Tickseed,Asteraceae,2.00 to 4.00,2.0,4.0,1.50 to 2.50,1.5,2.5,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,6 to 9,6,9,Yellow rays and darker yellow center, United States
Coreopsis pubescens 'Sunshine Superman',Tickseed,Asteraceae,0.75 to 1.00,0.75,1.0,0.50 to 0.75,0.5,0.75,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,6 to 9,6,9,Yellow with orange center disk,
Coreopsis 'Red Elf',Tickseed,Asteraceae,0.75 to 1.00,0.75,1.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,5 to 9,5,9,Red with yellow center disks,
Coreopsis 'Red Satin' PERMATHREAD,Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,5 to 9,5,9,Wine red ray flowers with gold center,
Coreopsis 'Redshift',Tickseed,Asteraceae,2.00 to 2.50,2.0,2.5,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Medium,4 to 9,4,9,Yellow to red rays,
Coreopsis rosea,Tickseed,Asteraceae,1.00 to 2.00,1.0,2.0,1.50 to 2.50,1.5,2.5,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Medium,3 to 8,3,8,Pink rays with yellow disks, Nova Scotia to Maryland
Coreopsis rosea 'Alba',Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,0.75 to 1.00,0.75,1.0,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Medium,3 to 9,3,9,Yellow disk with white rays,
Coreopsis rosea 'American Dream',Tickseed,Asteraceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Medium,3 to 9,3,9,Yellow disk with rose rays,
Coreopsis rosea 'Heaven's Gate',Tickseed,Asteraceae,0.75 to 1.50,0.75,1.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Medium,5 to 8,5,8,Pink with purple eye,
Coreopsis rosea 'Sweet Dreams',Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Medium,4 to 9,4,9,Raspberry and white (bicolor) with yellow anther,
Coreopsis 'Route 66',Tickseed,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow with red eye ring,
Coreopsis 'Sienna Sunset',Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,5 to 9,5,9,Burnt sienna,
Coreopsis SOLANNA GOLDEN SPHERE,Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to October,June,October,Low,Full sun,full sun,,Dry to medium,5 to 9,5,9,Golden yellow,
Coreopsis 'Sonnenkind' BABY SUN,Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,0.75 to 1.00,0.75,1.0,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow,
Coreopsis 'Sunburst',Tickseed,Asteraceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow,
Coreopsis 'Sunray',Tickseed,Asteraceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow,
Coreopsis 'Sweet Marmalade',Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,5 to 9,5,9,Marmalade orange,
Coreopsis 'Tequila Sunrise',Tickseed,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to August,May,August,Low,Full sun,full sun,,Dry to medium,5 to 9,5,9,Yellow with marron eye,
Coreopsis tinctoria,Plains Coreopsis,Asteraceae,2.00 to 4.00,2.0,4.0,1.00 to 1.50,1.0,1.5,Annual,June to September,June,September,Low,Full sun,full sun,,Dry to medium,2 to 11,2,11,Yellow rays with reddish-brown center disk, Central and eastern United States
Coreopsis tripteris,Tickseed,Asteraceae,2.00 to 8.00,2.0,8.0,2.00 to 8.00,2.0,8.0,Herbaceous perennial,July to September,July,September,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Brown disks with yellow rays, Central and southeastern United States
Coreopsis verticillata,Threadleaf Coreopsis,Asteraceae,2.50 to 3.00,2.5,3.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Yellow, Eastern United States
Coreopsis verticillata 'Golden Dream',Threadleaf Coreopsis,Asteraceae,0.75 to 1.00,0.75,1.0,0.75 to 1.00,0.75,1.0,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,5 to 8,5,8,Yellow rays with orange-yellow center disk,
Coreopsis verticillata 'Golden Gain',Threadleaf Coreopsis,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,4 to 9,4,9,Yellow,
Coreopsis verticillata 'Grandiflora',Threadleaf Coreopsis,Asteraceae,2.00 to 3.00,2.0,3.0,2.00 to 3.00,2.0,3.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Yellow,
Coreopsis verticillata 'Moonbeam',Threadleaf Coreopsis,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Creamy yellow,
Coreopsis verticillata 'Zagreb',Threadleaf Coreopsis,Asteraceae,1.00 to 1.50,1.0,1.5,1.50 to 1.50,1.5,1.5,Herbaceous perennial,May to June,May,June,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Bright yellow,
